gene_name	length
AL132642.2	1998
AL049780.3	1583
AC126335.2	4637
AL031593.1	865
AC009948.3	4406
AC005514.1	208
AC015804.1	435
AC005052.1	2492
AC109326.1	1321
AP000720.2	769
AC092723.2	793
AC067930.5	4947
AC006600.2	2506
AL358613.2	567
AL353795.3	5702
AL158070.2	1621
C20orf181	480
AC012313.10	926
AC124283.5	1809
CR381572.2	397
AL096817.1	1775
AC005796.1	433
AC020907.5	1936
AC099494.3	1722
AC020978.8	1141
AC025280.2	3069
AL359697.1	587
AL591122.1	1853
DUX4L28	678
AC131280.1	6071
AC048380.3	796
AC190387.1	408
AL158211.5	2518
AP003108.4	878
AL137918.1	1922
AC091895.1	256
LINC00216	1126
AC018445.3	1945
AC008873.1	138
AC135068.2	983
AC138466.5	808
AC120057.3	1615
AL023973.1	620
CU633904.2	879
AP000432.2	2048
AC020978.9	2704
AC073912.3	853
Z82217.1	8149
AC004678.2	1002
AC004009.3	645
AL132780.4	1135
AL161901.1	3425
AC110491.2	646
AL451064.2	1654
AC005703.5	1329
AC131649.2	4439
AC104623.2	4006
AC012100.2	575
AC116553.2	1800
AL603839.4	1005
AC024610.2	7034
AC079801.1	388
AL359922.3	1670
AC106754.2	233
AP006621.5	1139
AC092919.2	1645
AC123769.1	5984
AC080100.1	5356
AC011483.3	585
AL162377.2	337
AC090386.2	1039
AC091925.2	256
AC092135.2	506
AC120338.1	1541
AC090517.3	141
AP003969.2	2275
MAPT-IT1	3016
AC142391.1	1002
FP565260.5	479
AQP7P3	1041
AC022400.7	3599
AP000280.1	832
AC113410.3	203
AC110285.6	1536
AC099521.2	2938
AC011270.2	2550
AL359757.2	274
AP001273.1	3152
AP003400.5	617
AC027335.2	375
AC004264.2	1737
AC131212.2	1355
AP003497.2	967
AL356266.1	483
AC017037.3	472
AC148477.8	468
AC092701.1	1551
AL353608.4	1188
AC120349.3	529
AC133637.1	1537
CU633906.3	741
AP004782.1	3433
FP325330.3	9537
AC080038.3	1952
Z95114.2	2205
AL161912.4	2468
AC006128.1	1661
AC005336.3	2679
SNX18P12	759
AC015871.5	702
SOWAHCP2	501
AC018737.2	1512
AC007342.7	2337
AC005086.3	228
AL391005.1	2435
AC005609.5	5043
LINC02033	1344
CU638689.2	818
AC092326.1	1561
KMT5AP1	1180
AC027279.3	122
AP001642.1	2117
AC090506.2	419
AC124312.4	418
AC112204.3	332
AL022311.1	19416
AC011369.2	1567
AC007342.8	678
AP000974.1	2387
AC002090.1	2138
AC132938.5	1655
AC092850.1	2697
AC130456.6	765
AC008764.9	2505
AC093875.1	504
AC239585.2	760
FP475955.2	458
AC011389.2	999
AC011558.1	338
AL162376.1	175
AC091905.3	234
AC012317.2	2251
AC132068.1	459
AC105339.5	737
AC118344.2	4765
OR5D13	945
AC005899.8	3449
AC009102.3	1491
AC013394.1	4734
AC067931.1	671
CU639417.2	1404
LINC00552	2579
AP000997.4	2250
AC026422.1	452
AL050303.3	1839
AL590483.3	3580
AC004585.2	1473
AL445437.1	3087
AC009039.2	529
AC138907.9	986
AC079336.6	613
PPIAL4F	785
AC018692.2	348
FP236315.3	307
AC008267.7	1194
AC105235.1	1816
CU638689.3	1031
AC120114.3	2194
AL590552.1	1770
AC018892.3	2499
AC015909.5	2266
AP000676.3	569
AC024580.1	674
AC138907.10	983
AL133384.2	2954
LINC02339	752
AC018659.8	715
AC006077.2	457
BCLAF1P2	2609
AC111170.3	2464
AC009090.5	2285
PRAMEF18	2067
Z95114.3	1921
AC018629.1	1736
AC011472.5	508
AC005538.2	1864
AL109924.3	670
AC093330.2	3998
AC120057.4	154
CR392000.1	1228
AC010997.6	1645
AC020763.5	430
AC073911.2	631
AP002991.1	2801
AL390318.1	687
AC145098.2	3026
AC016397.2	1985
AC003957.1	2673
AC136469.2	1028
AC015959.1	1377
AL031846.2	3671
AC068870.3	2536
AL121785.1	708
AP002967.1	539
AC112694.2	768
AL356273.3	1989
AL512383.1	2677
AC004801.7	2973
AC092135.3	1846
AC007603.2	506
AC096656.1	1364
AC097372.2	466
AC015660.4	564
C8orf87	649
AL008638.4	1315
CR382287.1	1942
AC083964.2	2396
AC004453.1	2153
AC005618.2	458
AC106733.1	1038
AC068880.4	495
AC093323.2	976
AC008568.2	2313
AC073548.1	1882
AC092964.1	1399
AC069547.1	1586
NCOR1P4	928
AC006511.3	1783
AC022418.1	445
AC006435.4	234
LINC01126	1646
AC064859.1	174
AC074029.4	1859
AC079248.2	326
AP003108.5	895
AC091152.4	3483
AC134407.3	2139
AC041040.1	2899
AC112702.1	366
AC010480.1	684
AC010894.4	951
AP005060.1	3174
AC087645.3	587
AC046158.4	1347
AC012183.1	499
FLJ42393	2270
Z73965.1	2297
CU633904.3	1029
BIRC6-AS2	1066
AP001767.3	452
AC092117.2	1659
SLC7A2-IT1	594
AC068057.2	895
AC063926.3	5658
AC018695.7	2492
AC026748.1	3251
AL731532.1	4236
AC068448.1	3925
AP001962.1	559
AL008638.5	1298
AC079331.2	2546
AC006840.1	542
AC068880.5	290
LINC01651	620
AC022417.1	1303
AL356585.4	1229
AC144522.1	1658
AL138831.3	1458
Z95114.4	3578
DDX11L17	570
AL354796.1	1951
AL032819.2	2162
AC073593.1	411
AP006248.3	688
AL031595.1	4709
AL353611.2	2897
AC008806.1	2443
AC025034.2	286
AC073862.3	1648
AL353597.3	3745
FLJ38576	2459
AC013489.3	517
AC244034.3	3135
AC008895.1	2622
AC022784.6	559
AL138688.2	1513
AC068787.1	691
AC117503.3	1418
BX324167.2	3316
AC129778.1	920
AC073082.1	2103
AC110769.3	1173
AC019278.1	479
AC024580.2	231
AL137783.1	1896
OR8U3	975
AP001525.1	236
AC009949.1	1830
AL390755.2	2027
AC008626.2	248
FP671120.5	2456
CCDC28A-AS1	2993
AC023024.2	1993
AC020910.7	1459
AL356596.1	379
CU104787.1	288
AC073862.4	854
AC008764.10	1830
AC012629.3	259
GABARAPL3	1851
AC018445.4	2291
AL162274.3	3109
AC244517.10	548
AC008498.2	2322
AC008103.1	1181
AC011815.3	473
RPSAP68	438
AC009044.1	1798
AC078925.3	2500
AC017037.4	826
AC139792.3	224
AC004491.1	1882
AC133485.6	688
FP475955.3	1612
AC009135.2	1768
AC078925.4	1717
AC097637.2	1997
AC005086.4	219
AC079298.2	459
AC008079.1	20396
AC020923.1	917
AP001350.2	1094
AL031595.2	19071
RPL23AP61	466
CU639417.3	207
AC243960.7	707
AC024023.1	922
AC091905.4	202
AC112200.2	1739
CU634019.5	1788
CU633906.4	1023
AC116407.3	1129
OR51F1	960
AC126544.1	749
AD000813.1	832
AC048347.1	427
AL008638.6	4254
AC005618.3	554
AC007342.9	1385
AC007431.3	587
AC244517.11	1528
AP002800.1	2225
AC116407.4	1061
AC011676.5	2660
AC020661.4	1854
AC092653.2	513
DNM1P41	3350
RN7SKP23	4301
AC095031.1	672
AC022336.3	1986
AC118282.4	1712
AC099506.2	221
AC104581.4	7141
AC091825.3	2621
AC012409.5	3424
AC079597.1	508
AC079456.1	480
AC011199.1	3362
AC004241.5	2448
TMEM75	2165
AC097520.1	385
AL022069.2	1785
AL117378.2	1337
AC093831.2	3427
AL512506.2	458
AC011504.1	4103
AL031719.1	2587
AC012676.5	1955
AC130304.1	2385
AC023818.1	2304
AC138965.2	498
AC127024.8	2094
AL049833.3	3738
GATD3B	3094
AL157996.1	2299
AL353763.2	1903
AC016526.3	3931
AC011447.7	1590
TBC1D22A-AS1	1951
LINC01667	4169
AF246928.1	87
AC079777.1	1953
AP001002.3	206
AC026887.1	2985
AC011481.3	5594
AC126474.2	1750
AP000590.1	464
OR8B4	990
AC020895.2	1839
AC002044.3	541
AP002791.1	381
OR1B1	995
CU639417.4	476
AC015967.2	234
AC073592.8	511
AC011155.1	216
AL603750.1	1717
AC007792.1	402
AC010608.3	527
AC009487.3	3585
AC008555.6	2168
AL022393.1	1677
AJ239318.1	607
PLAC4	10570
AC087893.3	255
AL357140.3	1983
AL021920.2	1351
AC136603.1	767
AC231657.2	255
AC122688.4	4394
AC090983.1	3899
AC093642.2	4805
AC073857.1	1054
AC010335.3	531
AC016168.3	3246
AP003485.2	610
AC005252.2	1141
AL662795.2	3706
AL132780.5	1625
AC027348.2	642
AC026471.6	1905
AL731532.2	1953
AL096816.1	2920
AC240565.1	1373
AC116348.4	348
AC027290.2	18662
AC010297.1	149
AC098679.3	571
AL357562.1	609
AP000892.4	5326
AC073308.1	305
CU638689.4	7492
AC084026.3	1426
AL049844.3	1496
AC004877.2	599
AC148477.9	539
AC009078.3	4084
AC133065.3	2378
AC073255.1	177
AL021408.2	1544
AL359510.2	2249
AC016583.1	2431
AC135050.7	2218
AC022413.1	984
AL136531.3	3658
AC040160.2	1675
CU638689.5	1032
PCDH20	4778
AC016542.3	619
AP000943.3	357
AC005274.1	802
AL136526.1	2203
AC010329.5	2174
FP475955.4	1990
AC104447.1	2124
AC012486.1	216
AC004408.2	2777
CU639417.5	3973
AC023824.6	5731
AC025262.1	1056
AC131888.1	2168
AC067852.4	535
AL023806.3	2704
AC091932.3	323
AL359258.3	2331
AC022107.1	3094
AC007614.2	2620
AC027279.4	2072
LINC01669	1681
AC132219.2	2327
AD000864.1	2295
AC245140.2	1939
AC055717.3	595
C18orf12	537
AC087163.2	700
Z82202.1	1880
AC073862.5	2027
AP003400.6	740
AC005831.1	1697
OR1S1	1474
AC009716.2	3765
AC026401.3	882
AC106795.5	454
GGT4P	1708
AC106886.4	2502
AC012254.5	478
UCKL1-AS1	3602
AC027682.7	2121
AC021613.2	111
AL022326.2	406
AC126564.1	2013
AC093908.1	8092
AL157414.3	1954
AL365209.1	6473
AL645820.1	1673
AL008636.1	1018
AC237221.2	2537
AC079416.4	549
AC079753.1	3868
AL161658.1	1967
AL031719.2	476
AL589666.2	618
AC015813.7	581
AC124303.1	1449
OR12D2	1639
AC022400.8	273
AC011498.7	2027
AC079298.3	3262
AL450226.2	439
MTCO1P1	1081
AL512356.3	461
AC079336.7	1078
AC005578.1	1020
AC124319.3	2161
AL691477.1	162
AC097372.3	376
AC091912.2	167
AC233723.2	2106
AC004947.2	2671
AC007741.1	3495
AC009161.2	138
AC093671.1	2929
ACTR3BP6	1338
AC130456.7	1256
AC006372.4	1543
PRAMEF26	1863
AC025125.1	1922
AP000577.2	878
AC068299.2	1749
AC005858.1	426
AF131216.4	1588
AC009145.4	1294
Z82209.1	2012
AC009229.4	1947
AL079342.3	2061
FLJ30679	1980
LINC02887	2096
AC006435.5	112
AL049781.1	3585
AC138430.2	504
AC010601.2	774
AC092608.3	386
AC108215.1	3226
FRG1KP	341
AC131212.3	4219
AC131935.2	1371
AC016251.1	3089
AC011008.2	3352
AC099811.6	1638
AL137058.3	3099
AC037487.4	625
AC117503.4	549
AP005264.6	3313
ERICD	2003
AC104260.2	3497
AC018765.1	3446
AC137056.2	1958
AP000676.4	623
AC023300.3	5025
AC092437.1	1048
AC131212.4	975
Z83836.1	1642
OR8K3	2438
AL732618.1	301
AC027309.3	351
AC073578.4	514
AC025262.2	360
AC129502.1	1654
AC053503.5	1843
AC074183.2	922
AC067931.2	1518
Z97633.1	1656
CTBP2P10	1185
AC061999.1	177
AC020917.4	1999
AC090617.9	134
AC009084.2	2810
AC016866.3	714
AC244517.12	663
DUX4L25	1269
AC091941.1	576
AP001528.2	3249
AC080080.2	590
AP000542.3	6114
AC009166.2	2833
AC092184.2	715
FP236240.3	373
AC000123.3	4975
AL138713.1	2130
AC008133.2	351
LINC01726	1253
AC127496.7	1798
AC116563.2	535
AC011466.4	1614
AC073592.9	371
AL132656.4	2122
AL021877.2	10684
AL138960.2	535
AC105133.2	461
AC092159.3	550
AC084759.3	3944
AC005858.2	589
AC021766.1	741
AL161782.1	586
AP002364.1	3386
AC034229.5	185
AC012640.5	319
AL136967.2	743
CR382285.2	1495
AC091953.6	233
AC019080.5	757
AL359740.1	592
AC012186.3	485
AC027176.3	586
AL353898.3	1755
AP003072.5	773
AC009831.4	3189
AC026362.2	5566
AC096920.1	339
Z95331.1	23112
FP325332.1	2045
AP000648.4	4507
AL109806.1	1248
AC006330.1	1987
AC010872.1	675
AC007496.3	3443
AC090574.1	233
AC011471.3	402
AL034546.1	3693
AC114546.4	369
AC011592.1	3634
AC005858.3	700
AC022497.1	3691
AC127459.3	466
AC022532.1	1728
AC093525.10	1569
AC005086.5	213
AC026336.5	738
AC104985.3	597
AC132872.4	2778
AC032044.2	186
LINC01101	1884
IGHV1-69D	411
AC004790.2	572
AC018470.1	3129
AC005252.3	2258
AC009084.3	437
AC096887.2	1957
AC007326.2	7579
AC010531.8	685
AC005355.2	484
AC115284.2	2054
AL359852.1	2197
BX537318.2	4162
AL357673.2	4969
AC084876.2	1709
AF001548.3	1743
AP002782.1	614
AL160394.2	724
AP000962.2	1101
FP565260.6	5411
AL031595.3	14262
AC006058.4	1670
CR392039.4	510
AC091932.4	200
AC004836.1	634
AC002064.3	346
FP236383.3	4395
AL136313.1	202
AC073592.10	597
AL049536.1	1044
AL607033.1	1599
AC034229.6	224
AL683826.1	627
AL356094.1	1212
AP006248.4	421
AC007347.2	180
AL359745.1	760
DUX4L2	1275
SCARNA4	128
AL356481.2	528
AL358154.1	444
AC005329.3	2711
AC007182.3	53
SNORA17B	136
SNORA16A	135
Metazoa_SRP	297
AL591030.1	627
SALRNA2	2066
AC068946.1	4650
ASAP1-IT2	2031
AC116913.2	71
LINC01374	1278
AL158835.3	565
AC006059.2	5715
LINC02342	461
LINC01348	3262
BTG3-AS1	2578
AJ239328.1	4807
AC009133.5	473
FP236383.4	923
SCAANT1	255
PCAT14	4911
THRIL	1977
AC096587.2	138
LINC02204	3206
RNA5SP196	102
AC245100.6	1058
KCNIP4-IT1	9848
AC134981.1	348
AL157396.1	8444
AL513210.2	234
CCDC163	2757
LINC01242	1966
SH3PXD2A-AS1	2217
AC060814.3	1074
SNORD3E	216
HPAT5	985
LINC02203	3050
AL139035.1	565
JADRR	1721
PCAT5	3550
LINC01943	1475
LINC00251	2043
LINC01232	6199
EIF1B-AS1	19361
LINC01173	331
LINC00850	685
DUX4L1	1275
AL356481.3	575
AL732314.4	515
AP003304.1	61
LINC01202	4388
AC243547.3	1095
JAKMIP2-AS1	2106
PAGR1	3874
LINC00294	3306
DUX4L5	1275
FP671120.6	923
LINC00836	9650
AC090114.3	829
GSEC	3723
AL355480.1	99
CPS1-IT1	2306
AL121956.4	581
AC025048.6	1161
MIR325HG	4172
AC017002.2	871
AC060814.4	752
ELDR	2941
AC009133.6	2252
SNORA50D	132
AC104446.3	80
CTSLP3	1476
FOXCUT	2335
AC092848.1	1198
LINC00628	1289
CTBP1-AS	3886
AL353658.1	519
LINC01163	3190
AC004808.1	721
TTTY3B	344
AC002059.2	110
RPS4Y2	848
MATR3	6355
LINC00581	1232
AL121956.5	221
CCAT2	1752
SNORD3D	217
LINC00921	2468
AC004808.2	773
AC009065.9	80
AC092574.2	753
AL078581.4	744
N4BP2L2-IT2	4890
AC005154.5	687
DUX4L6	1275
AC135068.3	622
AL117327.1	2720
LINC01395	982
AC105749.1	2008
TRG-AS1	7416
TMEM272	4153
AL355480.2	84
AC135068.4	568
AC006355.2	317
PTENP1-AS	4823
SCHLAP1	1436
AL355480.3	96
MIR3651	90
AC112786.1	122
AC018358.1	1402
LINC01127	3841
AL355390.2	880
AC135068.5	353
FP236383.5	923
NPTN-IT1	2283
LINC00706	699
GHET1	1906
AC007878.1	1615
LINC00934	2381
LINC01097	2226
SLFNL1-AS1	4800
LINC00254	713
LINC02536	625
SALRNA3	1021
AC068724.2	87
Z69713.1	137
AC025362.1	135
LINC01338	3358
LINC00997	2646
AC024941.2	973
HELLPAR	205012
NF1P9	2700
AC120114.4	556
ARRDC3-AS1	7584
RASSF1-AS1	790
AL049541.1	642
AC093826.1	108
INE2	1874
ABALON	1903
SEPTIN14P19	634
FP671120.7	923
AP003500.1	527
LINC00506	9728
SCARNA4	129
SNHG4	4469
LINC01176	5096
BLACAT1	6731
AP001052.1	99
MIR548BB	66
PANDAR	1506
TGFB2-OT1	1371
AL049541.2	555
AC006504.7	635
AC019226.1	515
PISRT1	531
LINC01955	792
CICP14	2732
DNAJB5-DT	749
SEPSECS-AS1	4356
AC112786.2	123
AC004461.2	803
AC254562.3	631
LINC00895	1637
AC135068.6	355
LSINCT5	2647
AL157778.1	2639
AC241585.2	1088
DBET	3363
AC006978.2	666
AL365214.2	1511
DUX4L3	1275
SAMD12-AS1	3781
EBLN3P	10492
DUX4L7	1275
AP000851.2	721
LINC00538	1906
RBM5-AS1	1386
PACRG-AS1	8981
MIR664A	82
LINC01012	4516
ERC2-IT1	2177
U3	216
DUX4L8	1275
LINC01080	2242
METTL14-DT	7527
Z84468.1	3629
AC241377.2	1088
C2-AS1	762
LINC01230	3017
AC019226.2	424
LINC00550	3614
snoZ196	89
AL355987.6	132
LINC01394	413
AL355480.4	69
HCP5B	1889
LINC00602	2065
MIR1291	87
AL732314.6	484
LINC00891	4113
AC106017.2	1452
SNORD38B	69
AC034186.2	138
PAUPAR	8565
AL512506.3	1792
GIMAP1-GIMAP5	2148
AC018638.8	281
LINC02246	3635
AC233263.6	1963
HERC2P7	759
SNORA50A	136
LINC01144	1710
AC007389.3	744
AC034228.3	3259
AC073488.2	751
AC073488.3	778
TRBJ1-4	51
AF067845.4	480
AL592158.1	4477
AC025268.1	1199
IGHV1-69-2	353
TMEM265	1649
AP000357.2	597
AC100810.3	2240
AC006581.2	455
AL009031.1	1667
AC074387.1	823
AC106886.5	11692
Z82244.1	840
AL591742.2	2119
AC010507.1	634
AC092807.3	3607
CICP19	2357
AC006511.4	561
IGHD3OR15-3B	31
AL160408.6	1257
HSP90AB4P	1574
LINC02815	659
AL592430.2	486
IGHV7-4-1	402
TRBJ1-3	50
OR4G3P	913
AC245187.2	1473
AL137798.2	817
AF067845.5	437
PEG13	5650
TRBJ1-5	50
AC007993.3	832
AC233280.19	136
AL132671.2	930
AC119427.1	556
AC073488.4	757
AL157392.5	2179
AL450990.1	582
IGHD2OR15-2B	31
CYP3A51P	256
AC058822.1	2550
AC073488.5	754
AC073488.6	754
CYP3A7-CYP3A51P	1886
AC140479.4	932
AC073488.7	778
DPRXP3	573
AL451007.2	563
TRBJ1-1	48
MTND1P7	297
AC134503.1	54
AC010507.2	676
AC073488.8	757
AC100797.4	1827
AC104073.4	598
AL358472.4	710
AL392083.1	2985
AC016588.2	3021
AL109920.1	415
AL133461.1	268
AC092299.1	757
AC092811.1	559
TEX13D	4293
TRBJ1-2	48
TRBD1	12
AL356095.3	121
AC074099.1	679
WASH5P	6331
AL109837.2	295
TRBV25-1	381
AC073488.9	754
FKBP1AP4	336
LINC01002	8711
CLUHP10	980
IGHD3OR15-3A	31
AC110491.3	460
AC092192.1	1018
AC008993.1	776
AC068733.3	4764
AL133516.1	540
AC215522.2	1556
FAM138F	1285
IGHD2OR15-2A	31
IGHV3-69-1	350
Z82244.2	448
ADORA3	2560
MRPL57P8	261
IGHV3-64D	353
IGHV5-10-1	410
AC073488.10	778
AC245519.2	475
AC129915.3	948
AC073488.11	754
AC104333.4	554
PGR-AS1	1794
AC073539.7	28
AC243829.7	225
AL021920.3	819
AC093323.3	949
DUXB	1117
AC026950.2	470
AL358790.1	924
TRBJ1-6	53
MALLP1	357
AL157888.1	593
AC090164.4	313
AC008993.2	806
AL512428.1	654
AC008993.3	631
TEX13C	5095
AC000035.1	343
FRG1CP	2730
AC009971.1	687
AP000787.3	307
AC068544.2	248
AC004554.1	1893
FRG2EP	835
AL590644.1	1228
AL359834.1	638
RHOXF1P2	502
BISPR	3045
AL137790.2	177
AC093591.3	308
AC003992.1	557
AC084035.1	607
AC012560.1	1370
AL356118.1	1078
AL157815.1	2117
FRG1DP	771
C1orf232	1203
BX322534.1	241
Z98752.4	588
AC095038.3	195
TMEM275	1633
AC027045.2	1600
AL627171.2	2034
PTMAP12	330
AL358215.2	960
AC009975.1	2698
DUX4L33	958
AL162727.3	2787
AL353651.2	559
AC107398.4	1126
AL513321.2	1209
Z98883.1	1442
AC007241.2	1596
DUX4L35	790
AC108724.2	290
Z83818.2	433
AC091769.1	479
LINC02746	1791
AC107068.2	2263
CFTRP2	199
AC136428.3	1155
AC010424.3	1745
AC136944.6	245
RHOXF1P3	2669
DUX4L34	1253
AC004706.3	4843
TRBV7-2	394
AC004784.1	2168
AC140481.3	1762
AC018558.5	952
PCMTD1P7	357
AC063952.4	825
AC008537.4	1103
AL583852.1	572
PRNCR1	12727
AC026108.1	547
AP001005.3	741
AGGF1P10	2191
AC141257.3	215
LINC02034	760
PCBP2-OT1	590
AC110994.2	492
AC055839.1	498
AC099753.1	2118
AL031777.2	2110
PDCL3P2	720
AL356737.1	234
AC215524.1	241
FRG1EP	770
MPP7-DT	843
AL162456.1	2006
AC009975.2	2096
LINC02635	1201
AL450426.1	2470
AC007221.1	1309
CDC27P3	1910
AL589826.2	993
ATP5MC1P2	411
DUX4L37	728
FRG1GP	774
AC027045.3	2884
AC009242.1	2814
AC022596.2	3078
LINC01988	1019
KLF18	3159
AL669831.5	837
AC008038.1	1314
AC097655.1	318
AL391597.1	479
AC103703.1	663
FRG1FP	749
GTF2IP12	10185
LINC01668	513
LINC02456	1323
AL390862.1	1469
AC010653.3	232
AC009234.1	895
AC215522.3	441
TRBV6-2	424
AL353759.1	1578
AC133561.4	218
DUX4L32	756
LBHD2	732
AL158175.1	3148
AL157931.2	463
AC015978.2	890
AL137077.2	1608
LINC02498	1079
AC026634.1	198
CENPVL2	1620
FP565171.1	1535
AL731555.1	1259
AL159152.1	2587
AL132857.1	2073
BMS1P21	365
AC010642.2	4467
AC011451.3	935
AC141257.4	245
MGC4859	3118
AC009951.5	644
HYMAI	3347
RARRES2P11	484
AC022726.2	547
MIR1297	77
AC009403.2	9504
AL445984.1	659
MTND2P41	773
AC006453.1	1257
AC021753.1	168
U6	89
AC006207.1	713
LINC02666	1005
AL049767.1	514
AP000550.3	379
MIR548AU	54
AC137936.1	845
AC068631.2	501
MIR3120	81
IQCJ-SCHIP1	4409
AC116353.5	1108
AC068620.3	4585
AC012564.1	557
MIR665	72
MIR4521	60
AL390726.5	2140
AC012507.3	504
MIR203B	86
AL590396.2	1041
AC140479.5	3972
MIR382	76
MIR548D1	97
MTCO1P38	300
AC007920.2	1973
AC103706.2	240
BX119927.1	1552
MIR6767	66
AC116565.1	3011
MIR2052	55
AC104452.1	6807
MIR1243	93
IGHVII-43-1	210
LSP1P5	2414
AC103706.3	85
C13orf46	3833
MIR1206	59
AC092329.3	1904
AC010149.2	315
MIR1246	73
MIR4434	53
AL353572.3	670
MIR941-1	72
MIR1255B1	63
AC001226.2	6145
AC106858.1	429
MIR1322	71
AL773545.4	310
MIR642B	77
AC130466.1	5701
AC006453.2	377
LINC02537	2065
AC068205.1	1224
MIR302F	51
AC006160.2	154
AC007218.2	179
MIR4433A	81
MIR3199-2	86
SPRR5	817
AC068547.1	3287
AC099654.4	350
CYP2C23P	992
AL590556.2	1162
AC139493.2	3019
AC074141.1	2995
MIR550B1	97
MIR1245B	69
KBTBD11-OT1	7139
AC007529.2	1094
MIR384	88
MEP1AP1	1097
CCDC201	3730
U6	75
AC008687.7	1471
AL022100.2	389
U6	79
AP001184.1	376
AC007491.1	2622
AC242022.1	1565
U6	70
AL356234.3	1160
FAM237B	3877
TEX54	485
AC005524.1	2102
MALLP2	1021
U6	70
AC138649.5	137
5_8S_rRNA	151
MIR4275	87
MIR3914-2	95
MIR376C	66
MIR7978	59
AC013268.4	3634
AC011460.1	1834
AC093277.1	1622
SMIM33	2594
MIR524	87
U6	101
5_8S_rRNA	152
RN7SK	328
AP005212.4	3505
MIR4256	64
TEX52	1116
MIR4272	64
U6	84
MIR4520-2	54
AC073869.3	465
LINC02183	1732
OR5AK4P	903
MTND6P29	512
AC017104.3	1592
U6	83
LINC02357	1622
AL831711.1	569
MIR103B2	62
AC019117.1	3523
CTXND2	1229
MIR6860	66
MIR6841	72
FAM240B	1376
MIR518D	87
MIR7977	49
MIR4536-1	88
MIR219B	88
U6	99
AC090582.1	199
AC093726.3	150
MIR3119-1	85
AC068205.2	3652
NBPF13P	2090
MIR4320	65
AC127502.3	1206
MIR6511B2	71
AL160396.1	575
PFN5P	664
MIR3910-2	82
AL021368.4	675
AL392088.2	285
AC074194.2	2348
Z97988.2	135
MIR3977	70
AL592295.3	863
CFAP97D2	2353
MIR451B	68
NCOA5LP	979
AC000095.2	154
ABBA01000933.1	160
U6	76
FO624990.1	85
U6	98
AC087521.4	289
AC011591.2	786
AL590396.3	956
CNTNAP3C	1728
MIR3688-2	87
AL807742.1	6221
AC024614.3	256
AC108477.1	526
AL138694.1	3376
MIR4524A	69
MIR4659B	73
Metazoa_SRP	244
AC068631.3	225
AC090952.2	1620
AC068205.3	468
MIR7515	67
AC004381.3	1329
AL807740.1	567
AC087821.2	450
AC005394.2	3113
AL121759.2	2700
MIR548A1HG	1992
MIR3662	95
AL590627.2	235
U6	61
AC008703.1	1174
U6	90
AC087280.2	4823
MIR1910	80
AC024614.4	2396
U6	88
MIR6874	71
MIR4278	69
AF001550.2	217
LINC02452	2982
AC109462.3	581
SMBD1P	416
AC006453.3	1252
CCDC195	606
MIR1244-3	85
AC099654.5	2127
U6	105
RNA5SP532	119
CSNKA2IP	3329
MIR1321	79
LINC01958	1941
Metazoa_SRP	276
SPEM3	3695
LINC01260	1001
MIR499B	73
U4	106
AC018688.1	1754
GPR141BP	831
AL136985.3	4739
Z99571.1	394
MIR486-2	64
AC009950.2	183
AC015819.4	147
AC244258.1	3018
MIR523	87
MTND1P37	264
AC087565.2	1348
AC011139.1	609
AC009804.2	3032
MIR550B2	97
AC008505.1	6697
HSFX4	1256
AC244452.3	283
MIR4454	55
MIR3130-1	75
MIR6863	90
FAM240A	1826
MIR6828	60
MIR1244-4	85
MIR1279	62
MIR6079	62
AC002511.3	420
AL512380.2	1780
MTND4LP32	270
AC068205.4	804
MIR3529	78
FAM95C	3936
MIR4501	64
U6	79
MIR518C	101
AC017104.4	639
MIR7153	57
MIR6086	55
ZNF511-PRAP1	1044
MIR3160-2	81
MIR1244-2	85
U6	58
U6	87
LINC01902	12828
AC006974.1	1501
MIR5681B	60
MIR7157	60
MIR1302-1	143
U6	100
AC137936.2	1659
MIR941-3	72
MIR3975	70
AC020915.4	3948
LITAFD	1627
AC005144.1	703
LINC02775	2074
U2	81
MIR3150A	80
MIR3926-2	63
OR11J7P	940
AC005622.1	1703
PRRT1B	1312
U6	83
TCAF2C	2577
AL035685.1	3951
MIR4317	65
MIR374C	70
AC007064.4	555
AC021072.1	835
AC073264.3	2579
AC005972.3	2992
MIR520F	87
BX005040.4	1518
OASL2P	532
ABBA01000935.2	838
U6	70
BX088723.1	708
MTATP6P8	681
AC007161.3	637
MIR2054	49
SNORD98	67
LINC02341	1870
U2	106
MIR376B	100
MIR3158-2	81
AC139491.6	2745
MIR376A2	80
IGHVIII-44	289
AC098650.1	3535
U6	57
AC243725.1	436
C19orf85	1292
5_8S_rRNA	152
MIR4773-2	78
AC245369.1	306
MIR4251	61
AL157371.2	480
U6	96
AC100810.6	285
MTND5P42	498
AL160035.1	576
AC098484.3	1582
SULT6B2P	619
AC007326.3	176
AC007222.1	80
GKN3P	546
AC092471.2	651
MIR376A1	68
MIR4430	49
Y_RNA	112
FAM236C	463
FAM169B	4233
MIR1295B	60
BX276092.9	1791
MS4A19P	361
AC116353.6	2089
MIR4302	60
MIR338	67
OR4C48P	898
IGHVII-30-21	257
AL031056.2	1217
MIR4662A	67
TMEM274P	444
MIR103B1	62
CUPIN1P	1157
MIR7973-2	76
MIR924	53
MIR5683	76
AC007036.4	150
MIR6759	65
MIR4328	56
AC128714.1	887
MTATP6P10	678
AL137785.1	490
